"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
57,0.0004365088222951923,0.0005030587609399944,0.0003625395883994997,0.00035610029532127284,0.0002984806855590448,0.00024657710140537064,0.00010952319391590218,0.00018750147308505284,0.00023437911635870788,0.000046877643273655025,0.13809992128043688,0.0518178331226174,0.05382839909409417,0.05382839909409417,0.040897379635076614,0.040897379635076614,0.01293101945901752,0.38918136438920925,0.11652364999298577,0.08628208815781949,0.01293101945901752
58,0.0003811057794654179,0.0004402066790617565,0.00031662611637911807,0.0003120068545729712,0.0002615899212397832,0.00021625019163616196,0.00009575666293680918,0.00016466834804289204,0.0002056969378781432,0.00004102858983525118,0.13815333632473506,0.05183426160170479,0.053863555961547974,0.053863555961547974,0.04092550485603937,0.04092550485603937,0.012938051105508568,0.3892357453274692,0.11656842209581962,0.0863190747230303,0.012938051105508568
59,0.0003327346613024995,0.00038515738211818476,0.00027651887821018606,0.000273314429738514,0.00022920794185946912,0.00018960423247111333,0.00008371019726740065,0.00014456610406472572,0.00018046786666966224,0.000035901762604936516,0.138200137352921,0.05184862510114531,0.05389441050222969,0.05389441050222969,0.040950205108245805,0.040950205108245805,0.012944205393983856,0.389283239244926,0.11660766058400558,0.08635151225177572,0.012944205393983856
60,0.00029050295429102846,0.00033695107070726203,0.00024148539033775845,0.00023937211849956317,0.0002007927600534657,0.00016620114927102207,0.00007317096922854109,0.00012687698737361497,0.00015828648599212558,0.00003140949861851061,0.13824113451738176,0.05186118163073542,0.05392148068223014,0.05392148068223014,0.04097189002385551,0.04097189002385551,0.012949590658374597,0.38932471707665756,0.1166420417752845,0.08637995288664638,0.012949590658374597
61,0.00025363142547716715,0.00029474441915797357,0.00021088520135620809,0.00020960550708265733,0.00017586590034314394,0.0001456534442204052,0.00006395206286225209,0.00011131861535953041,0.00013879308708462842,0.00002747447172509801,0.1382770403351567,0.051872157276119706,0.05394522365512896,0.05394522365512896,0.040990921571961554,0.040990921571961554,0.012954302083167373,0.3893609398852082,0.11667216068929252,0.08640488305903703,0.012954302083167373
62,0.00022143974455121902,0.0002577967280443955,0.0001841584077582852,0.00018350804498764434,0.00015400525669420596,0.0001276186402287127,0.00005588940475893161,0.00009764033408535887,0.00012166886900759639,0.000024028534922237515,0.1383084811612191,0.051881750085549044,0.05396604261819165,0.05396604261819165,0.04100761936426548,0.04100761936426548,0.012958423253926137,0.38939257266541155,0.11669854057434399,0.08642673107567009,0.012958423253926137
63,0.00019333393081971814,0.00022545767051458126,0.00016081558598259122,0.00016063332350039268,0.00013483869712398413,0.00011179428257947213,0.00004883904092092055,0.00008561989471161496,0.0001066315745141011,0.000021011679802486133,0.13833600736796725,0.05189013349626288,0.05398429294854279,0.05398429294854279,0.041022265414378284,0.041022265414378284,0.012962027534164472,0.38942019642657527,0.11672164136284813,0.0864458738717044,0.012962027534164472
64,0.00016879539344644623,0.00019715645879874404,0.00014042896967530447,0.00014058817681801114,0.00011803834813158169,0.00009791345252481997,0.00004267472429319116,0.00007506043234779009,0.00009343153627859943,0.000018371103930809333,0.13836010236649232,0.05189745935240102,0.05400028768471991,0.05400028768471991,0.04103510839858503,0.04103510839858503,0.012965179286134845,0.3894443187644726,0.11674186716741672,0.08646264301409132,0.012965179286134845
65,0.0001473713627397819,0.00017239227428472034,0.00012262472097439834,0.00012302652906415496,0.00010331549550859207,0.00008574074864667268,0.000037285780417482285,0.00006578772898939364,0.00008184810606294953,0.00001606037707355587,0.138381190593015,0.051903860561045,0.0540143024151617,0.0540143024151617,0.0410463674634372,0.0410463674634372,0.012967934951724467,0.3894653831099239,0.11675957291963646,0.08647733003197004,0.012967934951724467
66,0.0001286665359305019,0.00015072582028911248,0.00010707616237483651,0.00010764391536818807,0.00009041604220279807,0.00007506869391540735,0.00003257522145278072,0.000057647741216505605,0.00007168643869930589,0.000014038697482800281,0.13839964457237464,0.05190945342810762,0.05402657963107114,0.05402657963107114,0.041056235622785604,0.041056235622785604,0.0129703440082855,0.38948377681807,0.11677507024396275,0.08649019114426704,0.0129703440082855
