"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
318,0.0670566239911215,0.0517286535525445,0.04646861130134398,0.02691142256348669,0.022533465732780065,0.017094990731442758,0.00981643183204392,0.009711541875646365,0.012763132192829492,0.0030515903171831286,0.09701930195915853,0.037494721044771424,0.031577192135550415,0.031577192135550415,0.02372930703294911,0.02372930703294911,0.007847885102601296,0.33029256699600434,0.08222359645305315,0.05952458091438714,0.007847885102601296
319,0.06648922178811971,0.051383062686705026,0.04612754285385341,0.026773117292812225,0.022416551238329786,0.017010994715646266,0.00976212257716595,0.009677897544233252,0.012717538214232936,0.0030396406699996856,0.0972884161847934,0.03759288536309186,0.03170482345747871,0.03170482345747871,0.023826422451705576,0.023826422451705576,0.007878401005773127,0.33075725310901777,0.08244893111038094,0.05969553082170157,0.007878401005773127
320,0.06592662068068177,0.051039321398134954,0.04578863058522925,0.026635052494750098,0.022299857364457814,0.01692710667053392,0.009707945824216168,0.009644116404387917,0.012671774873873437,0.0030276584694855216,0.09755614735772153,0.03769050658886352,0.03183199883962104,0.03183199883962104,0.02392320142714791,0.02392320142714791,0.007908797412473124,0.3312185285375563,0.08267309662276424,0.05986564076885804,0.007908797412473124
321,0.06536878004415292,0.050697426574184974,0.04545186646786996,0.02649723503982642,0.02218338968204086,0.016843331141803027,0.009653903898023385,0.009610202467534353,0.012625847496751245,0.003015645029216892,0.09782249788266903,0.03778758604710568,0.031958716588359776,0.031958716588359776,0.024019642591191787,0.024019642591191787,0.00793907399716798,0.3316764148434086,0.08289609519640882,0.06003491183556338,0.00793907399716798
322,0.06481565959762547,0.05035737498227135,0.04511724239906202,0.026359671669078714,0.022067153653544436,0.016759672596589933,0.009599999072488773,0.00957615970616615,0.012579761354288822,0.003003601648122671,0.0980874702330673,0.037884125086085914,0.03208497506332729,0.03208497506332729,0.02411574461586713,0.02411574461586713,0.007969230447460148,0.3321309335080873,0.08311792909322924,0.06020334514698141,0.007969230447460148
323,0.06426721940103018,0.050019163272597256,0.04478475020361804,0.026222368995448227,0.02195115463423005,0.016676135424248655,0.009546233571199566,0.009541992053870926,0.012533521664393588,0.0029915296105226612,0.09835106694975808,0.037980125076810804,0.03221077267687018,0.03221077267687018,0.02421150621292879,0.02421150621292879,0.007999266463941375,0.33258210593207793,0.08333860062976468,0.06037094187294731,0.007999266463941375
324,0.06372341985225223,0.04968278798083117,0.044454381636464445,0.02608533350516573,0.02183539787335587,0.016592723937126918,0.00949260956803881,0.009507703405362184,0.01248713359153039,0.0029794301861682058,0.09861329063971257,0.0380755874125228,0.03233610789351411,0.03233610789351411,0.0243069261334675,0.0243069261334675,0.008029181760046602,0.3330299534341141,0.08355811217610698,0.06053770322718979,0.008029181760046602
325,0.06318422168427164,0.049348245530742955,0.04412612838517972,0.02594857155913061,0.02171988851537076,0.01650944237133945,0.009439129187791157,0.009473297616518429,0.012440602246803463,0.0029673046302850356,0.09887414397476423,0.03817051350820319,0.032460979229429414,0.032460979229429414,0.024402003167521124,0.024402003167521124,0.008058976061908285,0.3334744972504788,0.08377646615484054,0.06070363046656106,0.008058976061908285
326,0.0626495859623278,0.04901553223679815,0.043799982072483847,0.025812089394283155,0.02160463160110163,0.016426294887538502,0.009385794506744649,0.009438778504429327,0.012393932688047617,0.0029551541836182905,0.09913362969035554,0.0382649048000811,0.03258538525189745,0.03258538525189745,0.024496736143686308,0.024496736143686308,0.008088649108211134,0.3339157585343306,0.08399366503999424,0.06086872489027446,0.008088649108211134
327,0.0621194740811081,0.04868464430671113,0.043475934258679814,0.02567589312496987,0.021489632068933926,0.01634328557168142,0.009332607553288448,0.009404149847448771,0.01234712991992842,0.0029429800724796477,0.09939175058429837,0.038358762745148545,0.032709324578777926,0.032709324578777926,0.024591123928730602,0.024591123928730602,0.008118200650047317,0.33435375835505543,0.08420971135600526,0.061032987839149844,0.008118200650047317
328,0.06159384776196026,0.04835557784395761,0.043153976444048024,0.025539988744301717,0.02137489475598525,0.016260418435795235,0.00927957030850648,0.00936941538525465,0.012300198894051147,0.002930783508796497,0.09964850951554807,0.03845208882068143,0.03283279587797721,0.03283279587797721,0.02468516542720509,0.02468516542720509,0.008147630450772114,0.33478851769764223,0.0844246076766946,0.06119642069486666,0.008147630450772114
329,0.061072669050128287,0.04802832885024718,0.042834100071194245,0.025404382125505148,0.02126042439927195,0.016177697418738167,0.009226684706766979,0.00933457881891515,0.01225314450907825,0.002918565690163099,0.09990390940299108,0.03854488452376649,0.03295579786691772,0.03295579786691772,0.024778859581057636,0.024778859581057636,0.008176938285860079,0.3352200574620827,0.08463835662425445,0.06135902487922461,0.008176938285860079
330,0.060555900312011815,0.04770289322795633,0.04251629652735196,0.02526907902326578,0.021146225636868653,0.01609512638695792,0.009173952636307863,0.009299643810961445,0.012205971610855118,0.002906327799893672,0.10015795322424613,0.03863715137083416,0.033078329312008506,0.033078329312008506,0.024872205369246787,0.024872205369246787,0.00820612394276171,0.33564839846279465,0.08485096086824717,0.06152080185341199,0.00820612394276171
331,0.06004350423244864,0.04737926678252253,0.04220055714663986,0.025134085075064688,0.021032303009060623,0.016012709135246737,0.009121375939817948,0.009264613985466567,0.012158684992543906,0.0028940710070773376,0.10041064401447879,0.038728890897197235,0.033200389028117054,0.033200389028117054,0.024965201807356403,0.024965201807356403,0.008235187220760647,0.3360735614280681,0.08506242312461586,0.061681753117281565,0.008235187220760647
332,0.05953544381202023,0.04705744522479995,0.041886873212275126,0.024999405802507074,0.02091866095948889,0.01593044938749311,0.009068956415013959,0.009229492928130339,0.01211128939476522,0.0028817964666348807,0.10066198486522944,0.03882010465659542,0.0333219758780425,0.0333219758780425,0.025057847947211068,0.025057847947211068,0.00826412793083142,0.3364955669995345,0.08527274615470647,0.061841880208634036,0.00826412793083142
333,0.05903168236438006,0.04673742417337737,0.041575235958743365,0.02486504661264335,0.020805303836288074,0.015848350797430046,0.0090166958152133,0.009194284186370161,0.012063789505747413,0.002869505319377253,0.10091197892325451,0.03891079422074556,0.03344308877199015,0.03344308877199015,0.025150142876492372,0.025150142876492372,0.00829294589549777,0.33691443573165725,0.08548193276430135,0.06200118470250897,0.00829294589549777
334,0.05853218351360454,0.04641919915685866,0.04126563657392579,0.024731012799282446,0.020692235893216827,0.015766416949379854,0.008964595849902586,0.009158991269417535,0.012016189961483308,0.0028571986920657745,0.10116062938938095,0.03900096117889769,0.03356372666704762,0.03356372666704762,0.025242085718356073,0.025242085718356073,0.008321640948691542,0.33733018809124465,0.08568998580266424,0.06215966821048327,0.008321640948691542
335,0.05803691119156634,0.04610276561610661,0.04095806620118439,0.024597309544297258,0.02057946129078084,0.01568465135899535,0.0089126581853019,0.00912361764842014,0.01196849534589411,0.002844877697473972,0.10140793951737377,0.03909060713739671,0.033683888566662455,0.033683888566662455,0.02533367563105025,0.02533367563105025,0.0083502129356122,0.33774284445698394,0.08589690816159641,0.06231733237997707,0.0083502129356122
336,0.05754582963533001,0.04578811890645036,0.04065251594140581,0.02446394191892219,0.02046698409734836,0.015603057473997444,0.008860884444924739,0.009088166756549316,0.011920710191000316,0.002832543434451002,0.10165391261281674,0.03917973371924973,0.033803573520121394,0.033803573520121394,0.02542491180753445,0.02542491180753445,0.00837866171258694,0.3381524251189958,0.08610270277450421,0.06247417889356702,0.00837866171258694
337,0.05705890338456952,0.045475254299857146,0.040348976855004576,0.02433091488504267,0.02035480829025814,0.015521638674908984,0.008809276210133679,0.009052641989112811,0.011872838977099415,0.002820196987986606,0.10189855203200596,0.03926834256369898,0.0339227806220314,0.0339227806220314,0.025515793475099944,0.025515793475099944,0.008406987146931449,0.3385589502784099,0.0863073726154777,0.062630209468307,0.008406987146931449
338,0.05657609727900778,0.045164166987068696,0.04004743996388637,0.02419823329647656,0.02024293775691979,0.015440398275784873,0.008757835020691683,0.009017046703672626,0.011824886132950168,0.0028078394292775422,0.10214186118085639,0.03935643532580032,0.03404150901180239,0.03404150901180239,0.025606319894991073,0.025606319894991073,0.008435189116811315,0.3389624400469599,0.08651092069838029,0.06278542585505609,0.008435189116811315
339,0.056097376455877715,0.044854852079702925,0.039747896253371995,0.024065901900247415,0.02013137629590647,0.015359339524938329,0.00870656237530908,0.00898138422016783,0.01177685603596328,0.0027954718157954497,0.10238384351382115,0.039444013676007236,0.03415975787313189,0.03415975787313189,0.0256964903620278,0.0256964903620278,0.00846326751110409,0.3393629144465988,0.08671335007594949,0.06293982983781393,0.00846326751110409
340,0.055622706347404904,0.04454730461232131,0.03945033667408268,0.02393392533784946,0.020020127618039875,0.015278465605663264,0.008655459732186187,0.008945657821042187,0.011728753012398273,0.002783095191356086,0.10262450253282362,0.039531079299760324,0.03427752643349152,0.03427752643349152,0.025786304204229477,0.025786304204229477,0.008491222229262045,0.3397603934091325,0.08691466383890856,0.06309342323306331,0.008491222229262045
341,0.05515205267831148,0.04424151954446245,0.03915475214378739,0.023802308146504286,0.019909195347467483,0.01519777963695272,0.00860452850955156,0.00890987075137646,0.011680581337566354,0.0027707105861898952,0.10286384178620211,0.039617633897082186,0.0343948139636155,0.0343948139636155,0.0258757607824399,0.0258757607824399,0.008519053181175606,0.34015489677587335,0.08711486511508895,0.06324620788911994,0.008519053181175606
342,0.054685381463341155,0.043937491762642354,0.03886113354921273,0.02367105476040917,0.019798583022732005,0.015117284674213303,0.008553770086195862,0.008874026219025253,0.011632345236039107,0.002758319017013855,0.10310186486766716,0.0397036791821777,0.034511619776991166,0.034511619776991166,0.025964859489953664,0.025964859489953664,0.008546760287037505,0.34054644429731123,0.08731395706856362,0.06339818568548947,0.008546760287037505
343,0.05422265900480518,0.043635216082321814,0.038569471747816095,0.023540169511976933,0.019688294097833018,0.015036983709975579,0.008503185802001349,0.008838127394758255,0.011584048881862812,0.0027459214871045573,0.10333857541527125,0.03978921688303966,0.03462794322935156,0.03462794322935156,0.026053599752143917,0.026053599752143917,0.008574343477207643,0.3409350556328033,0.08751194289879094,0.0635493585322316,0.008574343477207643
344,0.053763851890149136,0.043334687249841415,0.03827975756952269,0.023409656633067318,0.019578331943280743,0.01495687967460035,0.00845277695846696,0.008802177412405745,0.011535696398778217,0.0027335189863724727,0.10357397711039101,0.03987424874105967,0.03474378371817019,0.03474378371817019,0.0261419810260915,0.0261419810260915,0.008601802692078688,0.3413207503502815,0.08770882583976927,0.06369972836933137,0.008601802692078688
345,0.05330892698954019,0.04303589994432461,0.03799198181842699,0.023279520256209826,0.01946869984714194,0.014876975436980817,0.008402544819229002,0.008766179369008234,0.011487291860445592,0.002721112491437358,0.1038080736767217,0.03995877651064434,0.03485914068215797,0.03485914068215797,0.026230002800215556,0.026230002800215556,0.008629137881942413,0.3417035479259766,0.08790460915920208,0.06384929716607737,0.008629137881942413
346,0.05285785145347485,0.04273884877954931,0.03770613527445919,0.02314976441581795,0.019359401016077863,0.01479727380524052,0.00835249061057742,0.008730136324970113,0.011438839290674869,0.002708702965704756,0.1040408688792838,0.04004280195883663,0.03497401360076243,0.03497401360076243,0.026317664593905638,0.026317664593905638,0.008656349006856787,0.3420834677441609,0.08809929615767349,0.06399806692044718,0.008656349006856787
347,0.052410592710406996,0.042443528305788444,0.03742220869501742,0.023020393049394763,0.01925043857637431,0.014717777527427076,0.008302615521967678,0.008694051304217172,0.011390342663660721,0.0026962913594435482,0.10427236652344198,0.040126326864942406,0.03508840199366918,0.03508840199366918,0.02640496595715534,0.02640496595715534,0.008683436036513835,0.34246052909690544,0.08829289016783427,0.06414603965849959,0.008683436036513835
348,0.051967118464395855,0.042149933011619914,0.03714019281656598,0.022891409998729836,0.01914181557496368,0.01463848929220163,0.008252920706528197,0.008657927294357878,0.011341805904222395,0.002683878609864516,0.10450257045393592,0.040209353020162084,0.035202305420305786,0.035202305420305786,0.026491906470197512,0.026491906470197512,0.00871039895010827,0.3428347511838556,0.08848539455359801,0.06429321743377386,0.00871039895010827
349,0.05152739669277404,0.04185805732570638,0.0368600783562005,0.02276281901108742,0.01903353498043905,0.014559411729524005,0.008203407281563406,0.008621767246848273,0.011293232888048142,0.0026714656411998667,0.10473148455392321,0.04029188222722736,0.03531572347934801,0.03531572347934801,0.02657848574314109,0.02657848574314109,0.008737237736206915,0.34320615311202124,0.08867681270934764,0.06443960232669588,0.008737237736206915
