"i","Seed","R12","R15","R12R23","R12R25","R15R52","R15R52R23","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
15,0.004747561509943028,0.05700547169883025,0,0.081411703865164,0.054274469243442675,0.0412107287090623,0.021698404031409012,0.41443651895742484,0.15581749634009923,0.1038783308933995,0.019978171051013658
16,0.003323293056960121,0.04778653481000396,0,0.07511974726949869,0.050079831512999134,0.03907818733025406,0.022152609010513268,0.42231863998246166,0.16802925191987383,0.1120195012799159,0.02323293165572501
17,0.0023263051398720856,0.039968964726529305,0,0.06881423302472814,0.045876155349818766,0.036837055276477966,0.022346754518659143,0.42869816401219546,0.17929721401029863,0.11953147600686577,0.026555823007302002
18,0.001628413597910461,0.033368482721255914,0,0.06264272133108158,0.041761814220721054,0.03455145374138451,0.022310076315743287,0.43384683121114326,0.18961934896400787,0.12641289930933858,0.029907836185100872
19,0.0011398895185373236,0.02781522480383053,0,0.05671150172170361,0.03780766781446907,0.03227086560320153,0.0220731957051064,0.4379920447038514,0.1990157571636701,0.13267717144244673,0.033254347632462364
20,0.0007979226629761269,0.023156490759891173,0,0.05109328057769201,0.03406218705179467,0.03003256848743839,0.021666594253628577,0.44132244864647635,0.20752248242192564,0.13834832161461708,0.03656532698822832
21,0.0005585458640832892,0.019257444225770387,0,0.04583400099302691,0.030556000662017937,0.027863834972868918,0.021119536279453746,0.4439934368929763,0.21518647450857945,0.14345764967238628,0.03981531612627261
22,0.0003909821048583028,0.016000590377950857,0,0.040958712359825955,0.027305808239883964,0.02578385843386105,0.020459350985093886,0.44613227993572796,0.22206157465753348,0.14804104977168897,0.04298324656819067
23,0.00027368747340081204,0.013284573169492487,0,0.036476505275870034,0.024317670183913353,0.023805399325153843,0.019710995596377297,0.4478427206874294,0.22820538151150738,0.15213692100767157,0.046052149215954755
24,0.00019158123138056864,0.01102264114002659,0,0.03238458131362913,0.021589720875752755,0.021936167112732583,0.018896832196184547,0.4492089893216423,0.23367685730288787,0.15578457153525857,0.04900879855541135
25,0.0001341068619663981,0.009141001040699759,0,0.028671553004202908,0.019114368669468605,0.020179963360032242,0.0180365624069028,0.45029924575887026,0.23853454449993225,0.1590230296666215,0.05184332338483903
26,0.00009387480337647871,0.007577192006091547,0,0.025320077853952832,0.01688005190263522,0.018537615550391604,0.01714727474827028,0.4511684902226816,0.2428352774505627,0.16189018496704177,0.05454880774587445
27,0.00006571236236353514,0.006278556037665502,0,0.022308928422646337,0.01487261894843089,0.017007731592172143,0.016243568935564983,0.4518609974292605,0.24663328912865562,0.16442219275243705,0.05712089895811499
28,0.000045998653654474625,0.005200843653986256,0,0.019614593055468497,0.01307639537031233,0.015587303244623598,0.015337729438525727,0.4524123349079953,0.24997962839205257,0.16665308559470168,0.05955743429844974
29,0.00003219905755813226,0.004306970180630329,0,0.017212491707369874,0.011474994471579915,0.01427218395457701,0.014439927314762992,0.452851024917843,0.25292181735037284,0.16861454490024852,0.0618580937142286
30,0.00002253934029069258,0.0035659238145588808,0,0.015077880239252928,0.01005192015950195,0.013057463444347658,0.013558434773460474,0.4531999051462559,0.2555036911064783,0.1703357940709855,0.06402408281144305
31,0.000015777538203484812,0.0029518182392115817,0,0.013186505676415335,0.008791003784276889,0.011937758218359571,0.012699841267432692,0.4534772375662719,0.25776537314236625,0.1718435820949108,0.06605784802746212
32,0.000011044276742439374,0.0024430781033687936,0,0.011515064795948084,0.007676709863965387,0.010907434171037268,0.01186926331697015,0.4536976085279221,0.25974334899382856,0.17316223266255232,0.06796282421757702
33,7.730993719707561e-6,0.0020217437001387234,0,0.010041509341136477,0.006694339560757649,0.00996077478653161,0.011070542894817981,0.45387265698236057,0.26147060871322075,0.17431373914214712,0.06974321371512254
34,5.4116956037952975e-6,0.0016728807476848835,0,0.008745233247288103,0.0058301554981920675,0.009092106061630039,0.01030643119138313,0.45401166201179194,0.26297683511439124,0.17531789007626078,0.07140379514934524
35,3.7881869226567095e-6,0.001384081653692388,0,0.007607170491685241,0.005071446994456826,0.00829588725784437,0.009578756058222363,0.4541220157205972,0.26428862010148446,0.1761924134009896,0.07294975982805271
36,2.6517308458596986e-6,0.0011450456307280888,0,0.006609826474277433,0.004406550982851622,0.007566774876770993,0.008888572502695003,0.4542096030812603,0.2654296956752372,0.17695313045015812,0.07438657323678606
37,1.8562115921017912e-6,0.0009472262558397955,0,0.005737261087865274,0.0038248407252435153,0.00689966582334435,0.008236296366200142,0.454279106508674,0.26642116964637885,0.17761411309758587,0.07571985911219031
38,1.2993481144712555e-6,0.0007835363697839288,0,0.004975037728176538,0.0033166918187843585,0.0062897245395732914,0.0076218218353711125,0.45433424971032366,0.2672817588095586,0.1781878392063724,0.07695530356712034
39,9.095436801298791e-7,0.0006481014896166557,0,0.004310149307350696,0.0028734328715671305,0.005732397921786318,0.007044623768627042,0.45437799266419676,0.2680280144687851,0.17868534297919006,0.078098576842426
40,6.366805760909155e-7,0.0005360541066358886,0,0.0037309297582467445,0.0024872865054978294,0.005223421044537,0.006503846016293754,0.45441268734275403,0.2686745368648877,0.17911635790992514,0.07915527040772007
41,4.45676403263641e-7,0.0004433623313351581,0,0.003226957451737306,0.0021513049678248703,0.004758816074629986,0.005998377007858021,0.45444020196326057,0.2692341763286247,0.1794894508857498,0.08013084731016414
42,3.1197348228454885e-7,0.0003666873172744481,0,0.00278895530684613,0.0018593035378974198,0.004334886243381439,0.0055269139033960165,0.4544620200406014,0.2697182199463853,0.17981214663092354,0.08103060386134284
43,2.1838143759918438e-7,0.00030326474650774855,0,0.0024086910783823264,0.001605794052254884,0.003948206332039545,0.0050880165797909434,0.4544793192934135,0.2701365632424122,0.18009104216160815,0.08185964094685223
44,1.528670063194291e-7,0.00025080639659142974,0,0.002078880294146936,0.001385920196097957,0.0035956107954933604,0.004680152662705861,0.45449303446010036,0.27049786690416955,0.1803319112694464,0.08262284343382087
45,1.0700690442360037e-7,0.00020741844268223634,0,0.0017930935296709286,0.0011953956864472854,0.003274180387298182,0.004301734734894384,0.45450390727709644,0.2708096989482916,0.18053979929886108,0.08332486633322675
46,7.490483309652032e-8,0.00017153368868399094,0,0.0015456691077295984,0.001030446071819732,0.0029812279416399972,0.003951150759517063,0.4545125262230897,0.27107866297774225,0.18071910865182816,0.08397012654346091
47,5.243338316756423e-8,0.00014185537993795323,0,0.0013316318553950345,0.0008877545702633562,0.0027142838044574313,0.003626788660337103,0.4545193581109149,0.27131051334390166,0.18087367556260112,0.08456279915738847
48,3.670336821729499e-8,0.00011731063726318,0,0.0011466182126947206,0.0007644121417964803,0.002471081277797753,0.003327055903687706,0.45452477318962237,0.2715102581222109,0.1810068387481406,0.08510681745643904
49,2.5692357752106518e-8,0.00009701187812623267,0,0.000986807739275535,0.0006578718261836899,0.002249542341499111,0.0030503948331363478,0.4545290650831381,0.2716822508541151,0.1811215005694101,0.0856058758419922
50,1.7984650426474564e-8,0.00008022486426156068,0,0.0008488608888050058,0.0005659072592033371,0.0020477638387138117,0.0027952944189008158,0.45453246662288627,0.2718302720150065,0.18122018134333764,0.08606343506696265
51,1.2589255298532206e-8,0.00006634224405323683,0,0.0007298627990806477,0.00048657519938709846,0.0018640042519813295,0.0025602990015499366,0.45453516241664504,0.27195760114832723,0.18130506743221814,0.08648272922979777
52,8.812478708972549e-9,0.00005486164929911592,0,0.0006272727661010021,0.0004181818440673347,0.0016966711508005017,0.0023440145339957657,0.4545372988241325,0.27206708056818935,0.1813780537121262,0.08686677408003027
53,6.16873509628079e-9,0.00004536756554514183,0,0.0005388790224592215,0.000359252681639481,0.001544309356955468,0.002145112757468446,0.4545389918727676,0.2721611714831045,0.1814407809887363,0.08721837626012963
54,4.318114567396556e-9,0.000037516328084247545,0,0.0004627584162815645,0.00030850561085437635,0.0014055898478377148,0.0019623336859741713,0.45454033353780876,0.27224200333647336,0.18149466889098223,0.08754014317374989
55,3.022680197177591e-9,0.00003102370628808627,0,0.0003972405802173094,0.00026482705347820627,0.0012792993987806344,0.0017944867193834398,0.45454139672405025,0.2723114170989156,0.1815409447326104,0.08783449322664602
56,2.115876138024315e-9,0.00002565463084496536,0,0.0003408761857607835,0.000227250790507189,0.0011643309514771378,0.001640450657366181,0.45454223921698406,0.2723710031859482,0.18158066879063212,0.08810366623455354
57,1.481113296617021e-9,0.00002121469480420871,0,0.0002924088926382585,0.00019493926175883904,0.001059674685692104,0.0014991728443941963,0.45454290681622356,0.2724221346138123,0.18161475640920818,0.08834973383315847
58,1.036779307631915e-9,0.00001754312267347527,0,0.0002507506232029568,0.00016716708213530455,0.0009644097647674209,0.0013696676394473562,0.45454343582016155,0.27246599594770804,0.181643997298472,0.0885746097598176
59,7.257455153423412e-10,0.000014506954358985661,0,0.00021495981553860494,0.0001433065436924033,0.0008776967211057486,0.0012510143723593206,0.45454385499599853,0.2725036085411885,0.1816690723607923,0.0887800599057347
60,5.080218607396387e-10,0.000011996234300612613,0,0.00018422233462201656,0.00012281488974801103,0.0007987704453269107,0.00114235492140494,0.4545441871416019,0.2725358525135193,0.18169056834234615,0.0889677120615886
61,3.556153025177473e-10,9.92003225506102e-6,0,0.00015783474722147,0.00010522316481431333,0.0007269337416616626,0.0010428910232736209,0.4545444503236728,0.2725634858637126,0.18170899057580836,0.08913906529979934
62,2.489307117624231e-10,8.203152088527027e-6,0,0.0001351896923339674,0.00009012646155597825,0.0006615514120255647,0.0009518814065321274,0.45454465885924,0.27258716107579584,0.1817247740505305,0.08929549895329038
63,1.7425149823369617e-10,6.7834097106097926e-6,0,0.00011576310427768085,0.00007717540285178723,0.0006020448318244001,0.0008686388226346091,0.45454482409364566,0.27260743952964595,0.1817382930197639,0.0894382811642702
64,1.219760487635873e-10,5.60938179149527e-6,0,0.0000991030696444382,0.00006606871309629213,0.0005478869816683622,0.0007925270341036137,0.4545449550171864,0.2726248039952876,0.1817498693301917,0.08956857698766539
65,8.53832341345111e-11,4.638543883757108e-6,0,0.0000848201219222739,0.0000565467479481826,0.0004985979006509231,0.0007229578073382243,0.45454505875385,0.27263966945573426,0.18175977963715614,0.08968745604278093
66,5.976826389415786e-11,3.835730623967438e-6,0,0.00007257879857570759,0.000048385865717138396,0.00045374052855455706,0.0006593879472960737,0.454545140948661,0.2726523924740226,0.18176826164934837,0.08979589971388166
67,4.183778472591054e-11,3.1718623200370316e-6,0,0.00006209030466184038,0.000041393536441226924,0.0004129169061845043,0.0006013164027715728,0.45454520607466026,0.27266327929380896,0.18177551952920593,0.08989480790597607
68,2.928644930813739e-11,2.622891854413854e-6,0,0.0000531061446650297,0.00003540409644335314,0.00037576470493248733,0.0005482814639124423,0.45454525767618315,0.27267259283950823,0.18178172855967212,0.0899850053663918
69,2.0500514515696195e-11,2.168933796295103e-6,0,0.00004541260019631053,0.000030275066797540363,0.000341954058582259,0.0004998580677694998,0.4545452985616516,0.272680558761208,0.18178703917413863,0.09006724758597867
70,1.4350360160987334e-11,1.7935442039995035e-6,0,0.00003882594559955614,0.00002588396373303743,0.0003111846722499797,0.00045565522287647814,0.45454533095635224,0.27268737065123744,0.18179158043415827,0.0901422262961441
71,1.0045252112691147e-11,1.483125048636115e-6,0,0.000033188306426961125,0.000022125537617974088,0.00028318318517770157,0.0004153135599475046,0.45454535662350337,0.2726931945430774,0.18179546302871824,0.09021057457957557
72,7.031676478883805e-12,1.2264316984869707e-6,0,0.000028364077294890708,0.000018909384863260474,0.00025770076584924495,0.000378503012621372,0.454545376960191,0.27269817278904146,0.18179878185936094,0.0902728716135677
73,4.922173535218668e-12,1.0141656326138156e-6,0,0.00002423682591549998,0.000016157883943666654,0.00023451091956253,0.0003449206296545983,0.45454539307338954,0.2727024274006357,0.18180161826709043,0.09032964706546091
74,3.4455214746530685e-12,8.386376366361373e-7,0,0.00002070661922848488,0.00001380441281898992,0.00021340749016396946,0.00031428851796703626,0.4545454058401998,0.27270606292452304,0.18180404194968197,0.09038138515990911
75,2.411865032257148e-12,6.934892847544894e-7,0,0.000017687715637247438,0.000011791810424831626,0.00019420283912550008,0.00028635191438673805,0.4545454159555812,0.2727091689174073,0.18180611261160481,0.09042852843760417
76,1.6883055225800043e-12,5.734626220530525e-7,0,0.000015106574486615596,0.000010071049657743731,0.00017672618652262668,0.00026087738275002234,0.4545454239701733,0.2727118220747529,0.18180788138316853,0.09047148122476217
77,1.1818138658060038e-12,4.74209706151966e-7,0,0.000012900140201297996,8.600093467531999e-6,0.0001608220997538475,0.0002376511321245554,0.4545454303202645,0.2727140880609259,0.1818093920406172,0.09051061283217468
78,8.272697060642034e-13,3.9213511047440813e-7,0,0.000011014364025203693,7.342909350135797e-6,0.0001463491170307989,0.00021647745128371837,0.4545454353515385,0.2727160230819561,0.18181068205463732,0.09054626050199337
79,5.790887942449428e-13,3.242656849325737e-7,0,9.402931144433943e-6,6.268620762955963e-6,0.0001331784937681378,0.00019717725412393252,0.45454543933788905,0.2727176752365599,0.18181178349103985,0.09057873211968592
80,4.053621559714603e-13,2.681428568916666e-7,0,8.026165216973389e-6,5.350776811315593e-6,0.00012119306101693298,0.00017958673044447506,0.45454544249632867,0.27271908567623154,0.1818127237841543,0.09060830870780451
81,2.8375350918002235e-13,2.2173357155245887e-7,0,6.8500860387969e-6,4.5667240258646005e-6,0.00011028618601989333,0.00016355609636932778,0.45454544499880106,0.2727202896010141,0.181813526400676,0.09063524671737118
82,1.9862745642601572e-13,1.8335664593896286e-7,0,5.845599311561658e-6,3.897066207707773e-6,0.0001003608258260289,0.00014894843865571902,0.4545454469815407,0.2727213171139199,0.18181421140927986,0.09065978013182657
83,1.390392194982111e-13,1.516218689197046e-7,0,4.9878002972903015e-6,3.3252001981935356e-6,0.0000913286656912657,0.00013563864718170375,0.4545454485524885,0.27272219395381664,0.18181479596921102,0.09068212239762494
84,9.732745364874792e-14,1.2537964133580314e-7,0,4.255375600623033e-6,2.8369170670820234e-6,0.00008310933471499749,0.0001235124300166621,0.4545454497971682,0.2727229421238612,0.18181529474924074,0.0907024681947022
85,6.812921755412356e-14,1.0367933206883964e-7,0,3.6300894540529114e-6,2.4200596360352756e-6,0.00007562969182529995,0.00011246540563851257,0.45454545078334146,0.27272358043020134,0.1818157202868008,0.0907209950592047
86,4.769045228788651e-14,8.573484157804216e-8,0,3.096342735813662e-6,2.0642284905424423e-6,0.0000688231758321064,0.00010240226705701268,0.45454545156469695,0.2727241249436195,0.1818160832957462,0.09073786487005048
87,3.338331660152058e-14,7.089612550047067e-8,0,2.6407945589901016e-6,1.760529705993402e-6,0.00006262921382238424,0.00009323601282335036,0.4545454521837728,0.27272458939502986,0.18181639293001978,0.09075322521010903
88,2.3368321621064427e-14,5.862564679304427e-8,0,2.2520376650974045e-6,1.5013584433982705e-6,0.00005699268267834935,0.00008488724014386239,0.45454545267427265,0.2727249855142137,0.18181665700947566,0.09076721061203254
89,1.635782513474511e-14,4.8478903419298996e-8,0,1.9203200632689945e-6,1.2802133755126637e-6,0.000051863418962855526,0.00007728349556333447,0.4545454530629004,0.2727253233198635,0.18181688221324216,0.09077994369805412
90,1.1450477594321574e-14,4.008832621195591e-8,0,1.6373064014414187e-6,1.0915376009609465e-6,0.000047195772838888085,0.00007035867893549129,0.4545454533708138,0.272725611367873,0.18181707424524848,0.09079153622238861
91,8.015334316025104e-15,3.314996362131538e-8,0,1.3958734597164476e-6,9.305823064776322e-7,0.000042948202075919463,0.00006405249665066752,0.45454545361477644,0.2727258569638332,0.18181723797588864,0.09080209002422894
92,5.610734021217579e-15,2.7412471010626315e-8,0,1.189934936981194e-6,7.932899579874629e-7,0.000039082902547849455,0.000058309960339900145,0.4545454538080702,0.2727260663448522,0.1818173775632346,0.09081169789872653
93,3.9275138148523054e-15,2.2668005639271855e-8,0,1.0142913761158877e-6,6.761942507439253e-7,0.0000355654719482235,0.000053080927518221577,0.4545454539612186,0.2727262448350927,0.1818174965567283,0.09082044439277752
94,2.749259670396615e-15,1.874469750650641e-8,0,8.645016548995058e-7,5.763344365996707e-7,0.000032364603741046635,0.000048319680865828455,0.4545454540825594,0.27272639697879913,0.18181759798586591,0.09082840653190526
95,1.9244817692776303e-15,1.550042331297165e-8,0,7.367729714056402e-7,4.911819809370936e-7,0.000029451808632227106,0.000043984543072648386,0.4545454541786988,0.2727265266540474,0.1818176844360314,0.09083565448403513
96,1.3471372384943427e-15,1.2817658002002041e-8,0,6.278666850388336e-7,4.1857779002588915e-7,0.000026801161089735243,0.00004003752438865157,0.4545454542548709,0.2727266371699931,0.18181775811332856,0.09084225216549603
97,9.429960669460402e-16,1.0599217377663759e-8,0,5.350177467678318e-7,3.566784978452213e-7,0.00002438906866200908,0.000036444000228430006,0.45454545431522264,0.27272673134999587,0.18181782089999707,0.09084825779415433
98,6.600972468622286e-16,8.764737575504634e-9,0,4.5586577271110675e-7,3.039105151407379e-7,0.000022194062045867052,0.00003317241637374632,0.45454545436303984,0.2727268116026579,0.18181787440177175,0.0908537243941886
99,4.620680728035602e-16,7.247763854372863e-9,0,3.8839609109112774e-7,2.5893072739408525e-7,0.000020196604038930478,0.000030194019501812406,0.45454545440092575,0.27272687998252376,0.181817919988349,0.09085870025664465
100,3.2344765096249224e-16,5.993343250279151e-9,0,3.308893298277204e-7,2.2059288655181367e-7,0.000018378915678897553,0.000027482610940044288,0.45454545443094313,0.27272693824193744,0.18181795882795812,0.09086322935956992
101,2.2641335567374465e-16,4.956033885683488e-9,0,2.8187831599878367e-7,1.8791887733252248e-7,0.0000167248180243955,0.000025014321710138423,0.45454545445472616,0.27272698787533695,0.1818179919168911,0.09086735175121093
102,1.5848934897162123e-16,4.098258820958971e-9,0,2.4011123365632557e-7,1.6007415577088375e-7,0.000015219588170891497,0.000022767407075813254,0.45454545447356964,0.2727270301570843,0.1818180201047227,0.09087110389946744
103,1.1094254428013503e-16,3.388944815866718e-9,0,2.045201370238994e-7,1.3634675801593297e-7,0.000013849828221475884,0.0000207220589498215,0.4545454544884995,0.27272706617376935,0.18181804411584607,0.09087451901052881
104,7.76597809960946e-17,2.8023966897875454e-9,0,1.741940453550391e-7,1.1612936357002611e-7,0.000012603346047346691,0.000018860234647281107,0.45454545450032846,0.2727270968517899,0.18181806456785976,0.09087762731937128
105,5.4361846697266234e-17,2.3173665040681325e-9,0,1.4835595666956889e-7,9.890397111304594e-8,0.000011469046777530537,0.000017165500594450142,0.4545454545097007,0.27272712298089674,0.1818180819872643,0.09088045635456837
106,3.805329268808641e-17,1.9162838473154733e-9,0,1.2634321276763294e-7,8.422880851175531e-8,0.000010436834052690458,0.00001562288971526037,0.4545454545171264,0.27272714523429026,0.18181809682285996,0.09088303117965754
107,2.663730488166051e-17,1.5846193404691882e-9,0,1.0759072955970922e-7,7.172715303980616e-8,9.497520164634626e-6,0.000014218771322713455,0.4545454545230099,0.2727271641857722,0.18181810945718124,0.09088537461311483
108,1.8646113417162373e-17,1.3103583044049577e-9,0,9.161667674957079e-8,6.107778449971387e-8,8.64274428211534e-6,0.000012940732439123553,0.45454545452767137,0.27272718032438165,0.1818181202162542,0.09088750742881324
109,1.3052279392013665e-17,1.0835655234929053e-9,0,7.8010250907208e-8,5.200683393813867e-8,7.864898035391851e-6,0.0000117774695586454,0.4545454545313647,0.27272719406688317,0.18181812937792188,0.09088944853867911
110,9.136595574409571e-18,8.960253385143743e-10,0,6.642123738318183e-8,4.428082492212123e-8,7.157057797458151e-6,0.000010718689948033857,0.45454545453429096,0.2727272057684208,0.181818137178947,0.09089121515911291
111,6.395616902086703e-18,7.409440311712474e-10,0,5.6551100560857976e-8,3.7700733707238655e-8,6.5129230593863095e-6,9.755021657600012e-6,0.45454545453660944,0.2727272157316064,0.18181814382107073,0.09089282296260512
112,4.476931831460696e-18,6.127037189560457e-10,0,4.814537966458168e-8,3.209691977638779e-8,5.926760351434189e-6,8.877931484304777e-6,0.4545454545384464,0.2727272242142715,0.18181814947618077,0.09089428621585376
113,3.13385228202249e-18,5.066588451318362e-10,0,4.0987199639555247e-8,2.73247997597035e-8,5.393352210893167e-6,8.079650193288138e-6,0.45454545453990186,0.2727272314360784,0.18181815429071874,0.0908956179055764
114,2.1936965974157444e-18,4.189678915940542e-10,0,3.4891734266001036e-8,2.3261156177334026e-8,4.907950742544114e-6,7.3531043632753024e-6,0.45454545454105494,0.27272723758415834,0.1818181583894387,0.09089682985310539
115,1.535587618191022e-18,3.464542183480699e-10,0,2.9701482330227955e-8,1.9800988220151972e-8,4.46623535844614e-6,6.691854275612977e-6,0.45454545454196854,0.2727272428179185,0.18181816187861213,0.09089793281875988
116,1.0749113327337155e-18,2.864909884587638e-10,0,2.5282237918752984e-8,1.6854825279168657e-8,4.064274320965174e-6,6.090037316531183e-6,0.4545454545426924,0.27272724727314085,0.18181816484876037,0.09089893659690122
117,7.524379329136016e-19,2.3690600983363353e-10,0,2.151965321820306e-8,1.4346435478802042e-8,3.6984897467879796e-6,5.542316407938371e-6,0.4545454545432659,0.2727272510654765,0.18181816737698417,0.09089985010249871
118,5.267065530395215e-19,1.9590304669580218e-10,0,1.8316307013416865e-8,1.221087134227791e-8,3.3656257604624227e-6,5.043833023958534e-6,0.4545454545437203,0.2727272542934245,0.1818181695289495,0.0909006814499599
119,3.6869458712766524e-19,1.619967502241216e-10,0,1.558920473933044e-8,1.0392803159553625e-8,3.06271951402998e-6,4.590164388806372e-6,0.4545454545440803,0.27272725704087053,0.1818181713605802,0.09090143802491349
120,2.5808621098936575e-19,1.339588511971463e-10,0,1.3267646767877223e-8,8.845097845251482e-9,2.787074814820708e-6,4.177284486748114e-6,0.4545454545443655,0.27272725937925124,0.18181817291950067,0.0909021265495718
121,1.806603476925562e-19,1.1077366544821841e-10,0,1.1291410864166113e-8,7.527607242777407e-9,2.5362381266907147e-6,3.801528547069761e-6,0.4545454545445915,0.27272726136939823,0.18181817424626534,0.09090275314224482
122,1.2646224338478942e-19,9.160130029912381e-11,0,9.609202653645434e-9,6.4061351024302885e-9,2.3079767311039264e-6,3.459560696411461e-6,0.4545454545447706,0.27272726306310985,0.18181817537540643,0.09090332337152687
123,8.852357036935261e-20,7.574722911075108e-11,0,8.17733469832199e-9,5.451556465547993e-9,2.1002588536813717e-6,3.1483444977490956e-6,0.4545454545449124,0.27272726450449025,0.1818181763363267,0.09090384230563134
124,6.196649925854683e-20,6.263713177673094e-11,0,6.958600551981346e-9,4.6390670346542306e-9,1.911235579333205e-6,2.8651161199180546e-6,0.45454545454502476,0.27272726573109046,0.18181817715406015,0.090904314557306
125,4.337654948098281e-20,5.179608974690056e-11,0,5.921315094407113e-9,3.947543396271408e-9,1.739224395006795e-6,2.6073599040703347e-6,0.45454545454511386,0.2727272667748806,0.18181817784992022,0.090904744324724
126,3.036358463668799e-20,4.283138191200584e-11,0,5.038496654950532e-9,3.358997769967021e-9,1.582694213570019e-6,2.3727861140103963e-6,0.4545454545451844,0.2727272676630778,0.18181817844205173,0.09090513542870961
127,2.1254509245681608e-20,3.5418258123683775e-11,0,4.28717003098343e-9,2.8581133539889528e-9,1.4402517455312182e-6,2.1593106761301386e-6,0.45454545454524026,0.2727272684188523,0.18181817894590138,0.0909054913466267
128,1.4878156471977136e-20,2.9288174989790694e-11,0,3.64777257621799e-9,2.4318483841453266e-9,1.3106290972933902e-6,1.9650367318084275e-6,0.45454545454528456,0.2727272690619278,0.1818181793746184,0.09090581524322812
129,1.0414709530384007e-20,2.4219067782048067e-11,0,3.103648154111154e-9,2.0690987694074363e-9,1.1926724855568167e-6,1.7882378407935686e-6,0.45454545454531964,0.27272726960909366,0.18181817973939565,0.0909061099987379
130,7.29029667126881e-21,2.0027306051959935e-11,0,2.640615988033386e-9,1.7604106586889243e-9,1.0853319674185698e-6,1.6273426883746468e-6,0.45454545454534745,0.27272727007464087,0.18181818004976047,0.09090637823441401
131,5.1032076698881694e-21,1.6561041543961e-11,0,2.246603348533774e-9,1.497735565689183e-9,9.876520947576085e-7,1.480921162186121e-6,0.4545454545453695,0.27272727047073325,0.18181818031382208,0.09090662233581727
132,3.572245368921723e-21,1.3694707431279027e-11,0,1.9113326467217346e-9,1.2742217644811566e-9,8.987634097208939e-7,1.3476716763863876e-6,0.4545454545453869,0.27272727080772374,0.18181818053848242,0.0909068444739916
133,2.500571758245208e-21,1.1324469607121705e-11,0,1.6260548924082611e-9,1.0840365949388409e-9,8.178747056123322e-7,1.2264096318033099e-6,0.4545454545454007,0.27272727109442363,0.1818181807296157,0.09090704662474305
134,1.750400230771647e-21,9.364465252383936e-12,0,1.3833226611600691e-9,9.222151074400463e-10,7.442659842989977e-7,1.1160569105379233e-6,0.4545454545454116,0.27272727133833186,0.18181818089222118,0.09090723058618783
135,1.2252801615401532e-21,7.743692420479253e-12,0,1.1767967256853449e-9,7.845311504568967e-10,6.772820474486486e-7,1.0156323125441445e-6,0.4545454545454203,0.27272727154583026,0.18181818103055344,0.0909073979947244
136,8.576961130781076e-22,6.403437963255697e-12,0,1.0010813695069775e-9,6.673875796713184e-10,6.163266645541606e-7,9.242428499329012e-7,0.45454545454542716,0.2727272717223498,0.18181818114823312,0.09090755033957128
